year,state,district,season,crop_type,seed_variety,area_sown_hectares,irrigation_type,rainfall_mm,temperature_min_c,temperature_max_c,temperature_avg_c,humidity_pct,growing_season_days,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_type,soil_moisture_pct,previous_yield_tonnes_ha,yield_trend_pct_yoy,ndvi,yield_tonnes_per_hectare,sowing_year,sowing_month,sowing_day,sowing_day_of_year,temperature_range_c,rainfall_per_day,total_npk_kg_ha,np_ratio,kn_ratio
2021,Madhya Pradesh,Indore,Kharif,Cotton,Bt-Cotton,1.21,Rainfed,579.7,17.1,33.6,23.7,50.7,154,6.8,73.4,38.0,60.5,Sandy Loam,33.6,1.67,4.7,0.535,1.15,2021,7,13,194,16.5,3.7642857142857147,171.9,1.9315789473684213,0.82425068119891
2020,Maharashtra,Jalgaon,Rabi,Maize,HQPM-1,0.61,Drip Irrigated,619.6,14.8,32.9,23.5,52.5,104,5.68,43.8,55.5,32.4,Loamy,30.4,5.48,5.5,0.733,3.45,2020,10,22,296,18.099999999999998,5.957692307692308,131.7,0.7891891891891891,0.7397260273972603
2021,Rajasthan,Bikaner,Kharif,Soybean,JS-335,2.87,Irrigated,948.9,19.5,31.2,25.3,72.3,99,7.26,101.6,72.2,88.0,Sandy Loam,33.1,1.93,-0.6,0.811,1.47,2021,6,1,152,11.7,9.584848484848484,261.8,1.4072022160664819,0.8661417322834646
2018,Punjab,Patiala,Rabi,Groundnut,Kadiri-6,0.59,Drip Irrigated,649.0,15.9,34.0,25.3,65.5,105,7.54,99.4,42.6,101.3,Red Loam,36.3,2.77,5.6,0.608,1.93,2018,10,21,294,18.1,6.180952380952381,243.3,2.3333333333333335,1.0191146881287725
2022,Maharashtra,Nagpur,Kharif,Cotton,Bunny-Bt,2.37,Rainfed,777.7,20.4,33.9,28.3,52.5,164,6.66,87.7,82.1,63.9,Black,32.8,1.52,-4.1,0.527,1.4,2022,6,24,175,13.5,4.742073170731707,233.70000000000002,1.0682095006090135,0.7286202964652223
2017,Punjab,Ludhiana,Rabi,Maize,P-3396,1.61,Irrigated,663.7,18.0,34.6,24.6,44.5,121,5.08,118.3,34.2,41.7,Sandy Loam,56.5,3.85,-1.0,0.725,1.36,2017,11,15,319,16.6,5.485123966942149,194.2,3.45906432748538,0.3524936601859679
2020,Gujarat,Banaskantha,Kharif,Cotton,Bunny-Bt,3.55,Rainfed,994.6,22.7,39.0,29.6,45.7,150,6.48,121.7,23.5,61.0,Sandy Loam,38.7,2.81,18.5,0.73,1.36,2020,6,13,165,16.3,6.6306666666666665,206.2,5.17872340425532,0.5012325390304027
2018,Gujarat,Banaskantha,Rabi,Wheat,HD-3086,13.11,Rainfed,410.5,10.2,28.6,18.9,45.0,146,6.71,131.9,53.8,100.7,Clay Loam,16.2,4.58,6.7,0.613,2.0,2018,11,8,312,18.400000000000002,2.8116438356164384,286.4,2.451672862453532,0.7634571645185747
2017,Gujarat,Junagadh,Rabi,Groundnut,TG-37A,3.58,Rainfed,940.6,14.4,33.0,23.6,38.0,129,7.62,128.6,73.0,74.0,Red Loam,31.3,2.03,4.1,0.588,0.93,2017,12,14,348,18.6,7.291472868217054,275.6,1.7616438356164383,0.5754276827371695
2023,Rajasthan,Bikaner,Kharif,Soybean,NRC-37,11.64,Rainfed,762.1,13.6,32.6,23.0,71.0,94,7.16,37.0,68.7,53.3,Sandy Loam,36.3,1.45,2.1,0.525,0.98,2023,6,5,156,19.0,8.10744680851064,159.0,0.5385735080058224,1.4405405405405405
2025,Karnataka,Mandya,Kharif,Cotton,Bt-Cotton,2.27,Irrigated,725.4,20.5,36.5,27.7,57.4,161,6.83,137.5,89.2,42.7,Alluvial,55.2,1.76,9.3,0.591,1.4,2025,6,16,167,16.0,4.505590062111801,269.4,1.5414798206278026,0.31054545454545457
2023,Gujarat,Banaskantha,Rabi,Wheat,HD-3086,6.04,Irrigated,536.0,11.2,29.1,19.8,55.2,149,6.27,139.7,65.1,35.4,Loamy,39.4,3.63,-4.8,0.68,2.92,2023,10,20,293,17.900000000000002,3.597315436241611,240.2,2.1459293394777266,0.2534001431639227
2019,Punjab,Patiala,Kharif,Rice,BPT-5204,9.5,Irrigated,1202.6,22.5,37.1,29.3,73.2,136,6.88,151.5,14.7,64.1,Clay Loam,22.7,2.99,-1.0,0.622,2.75,2019,7,16,197,14.600000000000001,8.842647058823529,230.29999999999998,10.306122448979592,0.42310231023102307
2020,Madhya Pradesh,Sagar,Kharif,Groundnut,TG-37A,14.06,Rainfed,790.7,15.2,29.5,23.7,53.2,133,7.69,107.3,71.8,27.1,Sandy Loam,32.1,2.42,13.4,0.766,1.68,2020,6,20,172,14.3,5.9451127819548875,206.2,1.4944289693593316,0.25256290773532153
2022,Punjab,Jalandhar,Kharif,Soybean,NRC-37,1.52,Rainfed,913.5,17.4,32.3,23.3,73.8,118,6.83,76.8,77.1,71.2,Black,30.8,1.43,10.3,0.65,1.19,2022,6,19,170,14.899999999999999,7.741525423728813,225.09999999999997,0.9961089494163424,0.9270833333333334
2024,Karnataka,Mandya,Kharif,Rice,BPT-5204,0.53,Rainfed,1212.4,18.1,33.5,25.1,77.8,144,7.29,88.8,69.9,109.2,Clay,30.0,4.38,-1.6,0.365,2.04,2024,7,16,198,15.399999999999999,8.419444444444444,267.9,1.2703862660944205,1.2297297297297298
2023,Madhya Pradesh,Sagar,Kharif,Soybean,NRC-37,0.98,Drip Irrigated,618.1,16.7,34.4,25.1,63.7,118,6.65,96.2,66.7,74.1,Black,35.5,1.79,-4.1,0.647,1.35,2023,7,3,184,17.7,5.238135593220339,237.0,1.4422788605697152,0.7702702702702702
2025,Maharashtra,Nashik,Rabi,Groundnut,GG-20,0.97,Irrigated,535.7,21.1,35.8,29.0,45.9,122,6.23,124.2,50.6,54.1,Loamy,52.1,2.95,3.2,0.773,1.81,2025,11,16,320,14.699999999999996,4.390983606557377,228.9,2.4545454545454546,0.4355877616747182
2019,Gujarat,Ahmedabad,Kharif,Cotton,Bunny-Bt,0.79,Rainfed,608.9,15.6,28.7,22.7,59.2,168,6.3,74.3,14.8,73.4,Sandy Loam,34.6,2.46,-3.8,0.734,1.42,2019,7,6,187,13.1,3.6244047619047617,162.5,5.02027027027027,0.9878869448183043
2025,Gujarat,Junagadh,Kharif,Rice,BPT-5204,9.89,Irrigated,1214.4,21.3,37.6,27.3,79.3,141,6.89,102.6,93.4,35.8,Clay,48.6,4.44,9.8,0.618,3.31,2025,7,20,201,16.3,8.61276595744681,231.8,1.0985010706638114,0.3489278752436647
2017,Maharashtra,Nashik,Kharif,Maize,P-3396,0.51,Irrigated,729.9,17.5,30.5,23.1,52.9,130,6.38,70.1,53.6,86.3,Sandy Loam,40.4,5.75,7.3,0.71,3.51,2017,7,17,198,13.0,5.614615384615385,210.0,1.3078358208955223,1.231098430813124
2020,Rajasthan,Bikaner,Kharif,Soybean,NRC-86,3.15,Irrigated,695.4,15.0,31.1,23.0,71.3,115,5.45,80.3,44.5,40.7,Black,49.8,1.27,2.7,0.827,0.89,2020,7,2,184,16.1,6.04695652173913,165.5,1.804494382022472,0.5068493150684932
2023,Punjab,Ludhiana,Kharif,Groundnut,TG-37A,1.93,Irrigated,732.7,20.8,34.2,28.4,49.7,124,6.87,74.5,20.2,56.4,Loamy,48.4,1.67,5.0,0.601,1.52,2023,7,12,193,13.400000000000002,5.908870967741936,151.1,3.6881188118811883,0.7570469798657717
2023,Gujarat,Ahmedabad,Rabi,Wheat,HD-3086,2.16,Rainfed,375.8,15.7,30.0,21.0,55.2,127,6.79,144.7,8.5,76.7,Loamy,34.5,2.6,-10.8,0.664,1.98,2023,10,15,288,14.3,2.9590551181102365,229.89999999999998,17.023529411764706,0.530062197650311
2019,Gujarat,Kheda,Rabi,Groundnut,TG-37A,8.23,Irrigated,548.7,21.0,34.3,28.2,69.1,121,7.23,124.8,21.5,54.1,Sandy Loam,33.3,2.34,6.3,0.694,1.64,2019,12,10,344,13.299999999999997,4.534710743801654,200.4,5.804651162790697,0.43349358974358976
2020,Rajasthan,Udaipur,Rabi,Wheat,HD-2967,0.41,Rainfed,673.0,15.6,31.9,22.4,39.3,150,5.87,46.9,47.3,61.6,Loamy,31.0,2.7,9.0,0.562,1.52,2020,11,26,331,16.299999999999997,4.486666666666666,155.79999999999998,0.9915433403805497,1.3134328358208955
2023,Gujarat,Ahmedabad,Kharif,Groundnut,Kadiri-6,21.76,Rainfed,747.0,20.4,37.7,29.6,49.5,119,6.41,107.1,70.9,65.1,Red Loam,38.2,2.21,9.1,0.493,1.44,2023,6,14,165,17.300000000000004,6.277310924369748,243.1,1.5105782792665725,0.6078431372549019
2017,Maharashtra,Nagpur,Kharif,Groundnut,TG-37A,0.46,Irrigated,551.1,15.5,32.1,25.0,55.1,132,6.87,126.4,54.0,92.3,Red Loam,34.4,2.69,0.0,0.629,1.8,2017,7,22,203,16.6,4.175,272.7,2.340740740740741,0.7302215189873417
2023,Madhya Pradesh,Indore,Kharif,Groundnut,GG-20,1.59,Irrigated,821.4,23.4,35.4,29.6,67.0,130,6.43,92.4,27.7,39.0,Loamy,34.0,2.3,-1.2,0.795,1.66,2023,7,2,183,12.0,6.318461538461539,159.10000000000002,3.3357400722021664,0.42207792207792205
2023,Rajasthan,Jaipur,Kharif,Rice,Pusa-44,0.84,Irrigated,1125.5,16.8,36.2,25.7,81.9,112,6.37,68.5,60.5,71.2,Clay Loam,42.8,3.16,-1.7,0.687,2.93,2023,6,6,157,19.400000000000002,10.049107142857142,200.2,1.1322314049586777,1.0394160583941607
2021,Punjab,Bathinda,Kharif,Maize,HQPM-1,9.82,Rainfed,808.4,15.6,29.3,23.3,67.9,95,6.42,63.4,77.9,37.3,Loamy,23.5,3.71,5.5,0.633,2.65,2021,6,4,155,13.700000000000001,8.509473684210526,178.60000000000002,0.8138639281129653,0.5883280757097792
2024,Punjab,Patiala,Rabi,Maize,DHM-117,1.47,Irrigated,755.0,16.0,30.9,22.9,71.4,105,6.94,139.0,85.2,29.7,Loamy,33.8,4.75,17.5,0.622,4.17,2024,10,18,292,14.899999999999999,7.190476190476191,253.89999999999998,1.6314553990610328,0.21366906474820144
2025,Punjab,Patiala,Kharif,Cotton,Bt-Cotton,8.33,Irrigated,366.9,22.3,35.8,29.4,57.1,187,7.21,117.7,56.5,51.7,Black,58.1,2.58,-1.9,0.758,0.98,2025,6,5,156,13.499999999999996,1.9620320855614972,225.89999999999998,2.083185840707965,0.4392523364485981
2017,Gujarat,Ahmedabad,Kharif,Rice,Pusa-44,7.93,Irrigated,1194.0,20.6,35.6,29.9,65.9,147,6.89,175.2,38.4,63.5,Clay Loam,41.9,3.75,-8.0,0.622,2.89,2017,7,23,204,15.0,8.122448979591837,277.1,4.5625,0.36244292237442927
2024,Rajasthan,Jodhpur,Kharif,Soybean,JS-335,0.9,Irrigated,874.0,17.1,33.8,25.8,54.6,121,7.63,130.7,61.5,76.6,Black,27.1,1.27,9.4,0.559,1.16,2024,7,19,201,16.699999999999996,7.223140495867769,268.79999999999995,2.12520325203252,0.5860749808722264
2017,Punjab,Ludhiana,Kharif,Rice,Pusa-44,0.41,Irrigated,1160.0,18.5,28.7,23.6,63.2,122,5.97,128.6,34.3,82.1,Silty Loam,39.8,4.19,2.6,0.814,2.98,2017,6,19,170,10.2,9.508196721311476,244.99999999999997,3.749271137026239,0.6384136858475894
2020,Gujarat,Banaskantha,Kharif,Rice,Swarna,2.65,Irrigated,1196.7,24.9,37.8,30.5,88.0,126,6.07,101.5,86.5,104.1,Clay Loam,29.5,4.11,8.6,0.698,3.69,2020,7,16,198,12.899999999999999,9.497619047619049,292.1,1.1734104046242775,1.025615763546798
2017,Rajasthan,Udaipur,Kharif,Rice,Swarna,1.2,Rainfed,1183.7,24.4,42.8,32.5,68.8,138,6.19,89.9,55.8,87.4,Silty Loam,37.9,3.42,-6.0,0.859,2.71,2017,7,24,205,18.4,8.577536231884059,233.1,1.6111111111111114,0.9721913236929922
2018,Karnataka,Belagavi,Rabi,Wheat,HD-3086,10.24,Irrigated,341.1,11.4,26.1,16.8,48.8,149,7.35,55.4,39.9,53.0,Clay Loam,45.5,3.1,-5.0,0.82,2.0,2018,10,17,290,14.700000000000001,2.289261744966443,148.3,1.3884711779448622,0.9566787003610109
2023,Rajasthan,Jodhpur,Kharif,Maize,P-3396,21.77,Rainfed,827.3,15.2,32.0,22.9,55.0,119,7.29,149.3,65.2,96.8,Sandy Loam,33.3,4.59,3.1,0.514,3.34,2023,6,18,169,16.8,6.952100840336134,311.3,2.289877300613497,0.6483590087073007
2019,Rajasthan,Udaipur,Rabi,Maize,HQPM-1,0.74,Irrigated,519.2,19.7,32.8,24.8,72.9,124,6.82,123.5,73.4,88.9,Sandy Loam,37.1,6.06,12.5,0.73,4.45,2019,11,6,310,13.099999999999998,4.187096774193549,285.8,1.6825613079019073,0.719838056680162
2019,Maharashtra,Pune,Kharif,Rice,BPT-5204,10.44,Rainfed,1230.9,20.2,36.7,26.7,79.2,111,6.55,101.9,82.6,68.6,Silty Loam,24.2,4.11,2.6,0.469,2.73,2019,6,9,160,16.500000000000004,11.08918918918919,253.1,1.2336561743341405,0.6732090284592737
2023,Rajasthan,Udaipur,Kharif,Rice,BPT-5204,3.17,Rainfed,1227.1,19.4,35.6,27.2,76.8,121,5.24,133.1,101.6,84.5,Clay,41.6,3.54,16.3,0.69,2.86,2023,7,5,186,16.200000000000003,10.141322314049585,319.2,1.3100393700787403,0.6348610067618332
2022,Punjab,Patiala,Kharif,Cotton,Bunny-Bt,1.03,Rainfed,648.1,17.6,33.4,25.1,67.9,155,6.44,116.3,52.8,77.8,Sandy Loam,30.6,2.54,-8.0,0.819,1.53,2022,7,22,203,15.799999999999997,4.1812903225806455,246.89999999999998,2.202651515151515,0.6689595872742906
2020,Maharashtra,Nagpur,Kharif,Rice,BPT-5204,0.8,Rainfed,1379.2,21.2,37.6,29.1,85.1,134,6.21,106.0,45.5,79.5,Silty Loam,21.1,3.97,-5.2,0.607,2.22,2020,6,11,163,16.400000000000002,10.292537313432836,231.0,2.32967032967033,0.75
2018,Rajasthan,Jaipur,Kharif,Cotton,Bt-Cotton,3.61,Rainfed,450.5,25.3,38.4,31.9,25.0,177,6.79,76.8,61.9,70.7,Alluvial,19.3,1.53,-0.4,0.64,0.42,2018,7,26,207,13.099999999999998,2.5451977401129944,209.39999999999998,1.2407108239095315,0.9205729166666667
2022,Maharashtra,Pune,Rabi,Groundnut,TG-37A,2.13,Rainfed,773.8,14.4,31.2,21.4,52.2,131,6.99,140.6,90.4,90.2,Loamy,38.1,2.18,3.0,0.865,1.83,2022,11,30,334,16.799999999999997,5.906870229007633,321.2,1.5553097345132743,0.6415362731152205
2024,Punjab,Jalandhar,Kharif,Cotton,Bt-Cotton,2.44,Rainfed,777.0,15.1,29.5,21.9,63.8,154,7.43,76.7,82.6,72.7,Sandy Loam,34.0,1.6,14.2,0.447,1.28,2024,6,26,178,14.4,5.045454545454546,232.0,0.9285714285714287,0.9478487614080835
2019,Rajasthan,Jodhpur,Kharif,Soybean,JS-335,9.35,Irrigated,527.5,16.3,28.6,22.6,80.0,96,6.85,146.8,70.9,12.9,Black,21.9,1.6,12.2,0.842,1.25,2019,7,3,184,12.3,5.494791666666667,230.60000000000002,2.070521861777151,0.08787465940054495
2021,Karnataka,Mysuru,Rabi,Maize,P-3396,14.55,Rainfed,633.4,13.5,27.7,22.7,70.6,110,6.41,140.4,59.6,73.4,Loamy,27.6,4.35,-1.9,0.609,3.18,2021,11,22,326,14.2,5.758181818181818,273.4,2.3557046979865772,0.5227920227920229
2019,Gujarat,Surat,Kharif,Rice,Pusa-44,0.92,Rainfed,1213.4,23.1,37.4,28.7,71.1,116,5.33,134.1,20.8,65.5,Clay Loam,32.5,4.45,11.1,0.485,2.66,2019,7,13,194,14.299999999999997,10.460344827586209,220.4,6.447115384615384,0.488441461595824
2021,Madhya Pradesh,Sagar,Rabi,Maize,HQPM-1,22.33,Drip Irrigated,874.4,14.6,30.6,22.8,58.9,113,6.08,66.4,11.3,59.0,Silty Loam,44.7,5.56,12.4,0.646,3.37,2021,10,23,296,16.0,7.738053097345133,136.7,5.876106194690266,0.8885542168674698
2017,Punjab,Patiala,Kharif,Groundnut,GG-20,7.46,Irrigated,675.7,22.1,37.3,28.5,71.8,140,6.49,106.4,58.6,39.1,Loamy,36.6,2.63,6.3,0.813,1.65,2017,6,27,178,15.199999999999996,4.826428571428572,204.1,1.8156996587030718,0.3674812030075188
2024,Maharashtra,Kolhapur,Kharif,Rice,Pusa-44,2.48,Irrigated,1356.9,24.5,36.6,30.1,72.9,150,5.8,76.1,49.0,61.0,Clay,41.8,3.77,1.4,0.774,2.88,2024,6,2,154,12.100000000000001,9.046000000000001,186.1,1.5530612244897959,0.8015768725361367
2024,Punjab,Jalandhar,Rabi,Maize,HQPM-1,18.3,Irrigated,978.2,17.4,31.9,22.8,44.7,103,7.27,157.1,82.6,43.4,Loamy,59.1,5.52,-0.8,0.668,2.23,2024,11,21,326,14.5,9.497087378640778,283.09999999999997,1.9019370460048426,0.27625716104392106
2021,Gujarat,Surat,Kharif,Rice,Pusa-44,3.93,Rainfed,1037.0,22.4,36.8,29.3,66.0,127,6.56,91.1,58.7,57.6,Clay,20.3,4.02,12.1,0.572,2.72,2021,7,7,188,14.399999999999999,8.165354330708661,207.4,1.5519591141396931,0.632272228320527
2021,Karnataka,Belagavi,Kharif,Groundnut,Kadiri-6,2.44,Rainfed,372.3,26.5,44.3,34.2,67.6,113,7.27,149.9,32.5,62.0,Sandy Loam,27.5,2.43,-1.1,0.558,0.88,2021,6,21,172,17.799999999999997,3.2946902654867256,244.4,4.612307692307692,0.4136090727151434
2024,Madhya Pradesh,Ujjain,Rabi,Maize,DHM-117,4.38,Rainfed,830.4,21.0,33.6,27.6,68.3,104,6.58,107.8,15.1,121.4,Loamy,32.3,5.01,11.9,0.709,3.55,2024,11,7,312,12.600000000000001,7.984615384615385,244.3,7.139072847682119,1.1261595547309833
2019,Gujarat,Surat,Rabi,Wheat,HD-3086,4.64,Drip Irrigated,639.1,8.6,27.2,18.1,50.0,122,7.14,137.3,56.6,69.3,Loamy,28.1,4.02,-11.0,0.688,2.93,2019,10,17,290,18.6,5.238524590163935,263.2,2.425795053003534,0.5047341587764019
2017,Gujarat,Kheda,Kharif,Cotton,Bt-Cotton,12.13,Rainfed,711.8,17.6,33.7,24.1,54.1,154,7.54,74.1,60.1,58.8,Black,32.7,2.21,0.6,0.679,1.28,2017,7,26,207,16.1,4.622077922077922,193.0,1.2329450915141429,0.7935222672064778
2022,Rajasthan,Jodhpur,Kharif,Rice,Swarna,0.51,Irrigated,1319.0,18.5,36.0,27.4,74.5,128,6.94,74.5,62.5,71.1,Clay,39.5,3.2,-0.2,0.81,2.83,2022,7,30,211,17.5,10.3046875,208.1,1.192,0.9543624161073825
2019,Karnataka,Mandya,Kharif,Maize,DHM-117,7.96,Drip Irrigated,704.1,14.1,30.0,20.6,55.8,129,7.07,176.1,72.2,60.2,Silty Loam,38.7,5.17,10.8,0.799,4.23,2019,6,19,170,15.9,5.458139534883721,308.5,2.439058171745152,0.34185122089721753
2023,Karnataka,Dharwad,Kharif,Cotton,Bt-Cotton,5.27,Irrigated,841.1,15.7,31.7,22.8,55.5,182,6.77,98.1,36.1,46.2,Sandy Loam,43.4,2.94,-7.6,0.664,1.5,2023,6,24,175,16.0,4.621428571428572,180.39999999999998,2.717451523545706,0.47094801223241595
2024,Maharashtra,Jalgaon,Kharif,Groundnut,GG-20,6.93,Rainfed,668.6,18.4,32.0,24.8,50.6,131,7.91,145.1,68.9,65.4,Red Loam,28.6,2.03,-6.3,0.482,1.07,2024,6,26,178,13.600000000000001,5.10381679389313,279.4,2.1059506531204644,0.45072363886974504
2017,Punjab,Ludhiana,Kharif,Groundnut,Kadiri-6,9.93,Drip Irrigated,638.2,20.2,31.7,26.4,32.5,111,7.24,72.2,50.6,68.2,Red Loam,45.6,2.71,-3.3,0.81,1.21,2017,6,6,157,11.5,5.74954954954955,191.0,1.4268774703557312,0.9445983379501385
2019,Rajasthan,Udaipur,Kharif,Soybean,NRC-37,2.8,Rainfed,706.8,17.0,29.4,22.0,65.7,113,6.61,55.8,38.2,24.3,Loamy,27.2,1.44,10.0,0.494,0.88,2019,7,10,191,12.399999999999999,6.2548672566371675,118.3,1.4607329842931935,0.435483870967742
2025,Maharashtra,Pune,Kharif,Rice,Pusa-44,2.33,Irrigated,1142.8,18.5,32.8,26.3,85.5,119,6.49,60.7,70.1,84.5,Clay,38.4,4.37,0.2,0.63,2.83,2025,6,9,160,14.299999999999997,9.603361344537815,215.3,0.8659058487874466,1.3920922570016474
2017,Gujarat,Banaskantha,Rabi,Wheat,HD-3086,0.5,Irrigated,706.1,15.7,28.6,21.7,66.2,136,6.2,121.7,62.4,64.8,Clay Loam,26.4,4.99,-2.0,0.625,2.35,2017,11,12,316,12.900000000000002,5.191911764705883,248.89999999999998,1.950320512820513,0.5324568611339359
2018,Karnataka,Mysuru,Rabi,Wheat,GW-322,5.49,Irrigated,585.1,11.7,25.7,19.0,64.1,120,7.48,133.5,39.0,33.2,Loamy,39.7,3.24,7.5,0.661,2.9,2018,12,5,339,14.0,4.8758333333333335,205.7,3.423076923076923,0.24868913857677905
2025,Maharashtra,Nashik,Kharif,Cotton,RCH-2,1.47,Rainfed,555.5,17.3,29.8,22.5,68.9,179,7.4,97.8,25.9,55.7,Alluvial,48.4,2.43,-6.6,0.714,1.18,2025,6,3,154,12.5,3.1033519553072626,179.39999999999998,3.776061776061776,0.5695296523517382
2023,Gujarat,Ahmedabad,Kharif,Groundnut,GG-20,2.34,Irrigated,525.9,13.9,27.8,21.3,62.5,123,6.54,42.1,68.1,76.8,Sandy Loam,38.6,2.76,6.0,0.704,1.67,2023,7,14,195,13.9,4.275609756097561,187.0,0.618208516886931,1.8242280285035628
2017,Maharashtra,Pune,Rabi,Wheat,GW-322,1.37,Rainfed,538.5,11.7,24.4,17.8,66.2,147,6.2,137.6,45.8,46.8,Clay Loam,40.0,3.38,1.5,0.684,2.52,2017,12,14,348,12.7,3.663265306122449,230.2,3.004366812227074,0.34011627906976744
2025,Madhya Pradesh,Jabalpur,Rabi,Maize,HQPM-1,2.86,Irrigated,669.3,16.0,32.7,22.7,59.6,101,6.39,130.4,24.3,25.4,Loamy,52.3,4.9,0.2,0.602,2.73,2025,10,16,289,16.700000000000003,6.626732673267326,180.10000000000002,5.366255144032922,0.19478527607361962
2024,Gujarat,Banaskantha,Rabi,Maize,DHM-117,1.82,Irrigated,487.5,14.6,32.8,22.3,64.0,127,5.32,122.2,48.5,63.8,Sandy Loam,37.8,4.37,0.0,0.77,2.46,2024,12,11,346,18.199999999999996,3.838582677165354,234.5,2.5195876288659793,0.5220949263502455
2019,Karnataka,Mysuru,Kharif,Soybean,NRC-86,1.79,Drip Irrigated,932.2,14.4,30.5,23.6,59.9,114,7.33,157.9,41.1,85.5,Black,40.5,2.13,-2.2,0.748,1.48,2019,7,9,190,16.1,8.177192982456141,284.5,3.8418491484184916,0.5414819506016466
2019,Karnataka,Mandya,Kharif,Maize,HQPM-1,11.78,Rainfed,819.7,19.4,34.8,26.3,70.9,105,6.71,137.5,37.4,46.7,Sandy Loam,35.2,3.7,0.0,0.665,2.68,2019,7,23,204,15.399999999999999,7.8066666666666675,221.60000000000002,3.6764705882352944,0.3396363636363637
2018,Gujarat,Junagadh,Rabi,Groundnut,Kadiri-6,6.77,Irrigated,565.9,16.1,32.0,24.2,58.5,127,7.32,48.9,50.8,41.8,Red Loam,45.8,1.81,7.7,0.553,1.6,2018,12,11,345,15.899999999999999,4.455905511811023,141.5,0.9625984251968505,0.8548057259713701
2018,Maharashtra,Nagpur,Kharif,Rice,Swarna,3.72,Rainfed,1304.1,16.8,33.1,25.8,75.1,117,6.9,86.8,33.6,55.1,Clay Loam,32.2,5.35,-11.4,0.524,2.15,2018,6,9,160,16.3,11.146153846153846,175.5,2.583333333333333,0.6347926267281107
2018,Madhya Pradesh,Ujjain,Kharif,Rice,BPT-5204,7.64,Rainfed,1094.4,21.2,37.4,30.2,91.5,147,5.99,70.8,28.5,36.0,Silty Loam,27.6,5.3,18.4,0.528,2.68,2018,7,20,201,16.2,7.444897959183674,135.3,2.484210526315789,0.5084745762711864
2023,Rajasthan,Kota,Kharif,Cotton,RCH-2,1.12,Irrigated,329.9,20.3,38.6,29.2,57.6,188,7.75,104.7,71.5,62.7,Alluvial,43.1,2.55,3.0,0.776,1.39,2023,6,10,161,18.3,1.754787234042553,238.89999999999998,1.4643356643356644,0.5988538681948424
2025,Punjab,Amritsar,Rabi,Wheat,HD-3086,0.67,Drip Irrigated,448.4,13.0,28.4,20.2,61.8,140,7.55,89.2,59.4,73.5,Loamy,41.5,4.74,10.5,0.655,2.84,2025,11,7,311,15.399999999999999,3.202857142857143,222.1,1.5016835016835017,0.8239910313901345
2018,Gujarat,Kheda,Rabi,Wheat,HD-3086,21.59,Rainfed,548.4,11.8,27.9,18.7,56.9,118,7.54,152.1,80.3,93.9,Loamy,18.6,3.87,-5.4,0.576,1.86,2018,11,8,312,16.099999999999998,4.647457627118644,326.29999999999995,1.8941469489414695,0.6173570019723866
2020,Gujarat,Surat,Rabi,Wheat,GW-322,3.9,Rainfed,487.9,14.4,28.8,20.5,53.0,136,7.25,116.2,45.1,87.7,Loamy,32.5,2.76,5.3,0.798,2.66,2020,12,5,340,14.4,3.5875,249.0,2.57649667405765,0.7547332185886403
2024,Punjab,Patiala,Kharif,Rice,Swarna,1.07,Rainfed,660.6,20.2,33.0,26.0,91.1,121,6.01,153.0,40.5,65.7,Clay,26.6,4.79,-9.1,0.64,1.88,2024,7,11,193,12.8,5.459504132231405,259.2,3.7777777777777777,0.4294117647058824
2021,Gujarat,Junagadh,Rabi,Wheat,HD-2967,0.66,Irrigated,422.8,16.1,29.4,22.8,57.7,124,6.11,115.4,66.0,50.9,Loamy,26.8,4.45,-12.2,0.665,2.42,2021,11,17,321,13.299999999999997,3.4096774193548387,232.3,1.7484848484848485,0.44107452339688036
2019,Gujarat,Banaskantha,Rabi,Wheat,GW-322,6.76,Irrigated,703.5,14.7,28.1,20.8,47.6,121,7.62,89.9,46.7,104.6,Clay Loam,48.6,2.55,1.6,0.628,2.09,2019,10,26,299,13.400000000000002,5.81404958677686,241.20000000000002,1.9250535331905783,1.1635150166852057
2019,Gujarat,Junagadh,Kharif,Rice,Pusa-44,0.79,Irrigated,1023.7,21.0,33.7,28.3,75.6,126,6.34,121.0,52.4,60.3,Clay,44.4,3.53,11.7,0.868,3.72,2019,7,6,187,12.700000000000003,8.124603174603175,233.7,2.3091603053435117,0.4983471074380165
2018,Gujarat,Kheda,Kharif,Maize,HQPM-1,0.47,Drip Irrigated,703.1,19.1,35.1,26.4,61.9,105,7.0,171.4,36.4,62.1,Silty Loam,53.9,5.66,8.3,0.633,3.17,2018,7,18,199,16.0,6.696190476190476,269.90000000000003,4.708791208791209,0.36231038506417734
2023,Madhya Pradesh,Indore,Rabi,Groundnut,TG-37A,5.88,Rainfed,811.4,22.7,35.5,30.3,54.4,129,7.36,75.3,69.4,38.1,Red Loam,26.7,2.32,-5.8,0.594,1.22,2023,11,9,313,12.8,6.289922480620155,182.79999999999998,1.0850144092219018,0.5059760956175299
2025,Rajasthan,Bikaner,Kharif,Rice,Pusa-44,11.56,Rainfed,1312.8,25.2,38.5,31.6,74.4,148,6.09,150.1,51.1,9.1,Clay,18.3,3.69,9.5,0.673,2.43,2025,6,3,154,13.3,8.87027027027027,210.29999999999998,2.9373776908023483,0.060626249167221855
